CMDLINE /usr/bin/python3 test_aes_ecdh.py
MEM 1.171875 1659418375.9086
MEM 33.117188 1659418376.0090
MEM 215.835938 1659418376.1094
MEM 503.835938 1659418376.2097
MEM 817.835938 1659418376.3101
MEM 1145.750000 1659418376.4105
MEM 1481.843750 1659418376.5108
MEM 1787.843750 1659418376.6113
MEM 2115.847656 1659418376.7119
MEM 2533.847656 1659418376.8125
MEM 2979.847656 1659418376.9129
MEM 3107.933594 1659418377.0132
MEM 3107.933594 1659418377.1135
MEM 3107.933594 1659418377.2139
MEM 3107.933594 1659418377.3142
MEM 3107.933594 1659418377.4146
MEM 3107.933594 1659418377.5149
MEM 3107.933594 1659418377.6152
MEM 3107.933594 1659418377.7155
MEM 3107.933594 1659418377.8159
MEM 3107.933594 1659418377.9162
MEM 3107.933594 1659418378.0165
MEM 3107.933594 1659418378.1168
MEM 3107.933594 1659418378.2172
MEM 3107.933594 1659418378.3175
MEM 3339.859375 1659418378.4178
MEM 3789.859375 1659418378.5181
MEM 1158.500000 1659418378.6185
MEM 1666.500000 1659418378.7189
MEM 2084.023438 1659418378.8192
MEM 2084.023438 1659418378.9195
MEM 2084.023438 1659418379.0199
MEM 2084.023438 1659418379.1202
MEM 2084.023438 1659418379.2206
MEM 2084.023438 1659418379.3209
MEM 2084.023438 1659418379.4213
MEM 2084.023438 1659418379.5221
MEM 2084.023438 1659418379.6229
MEM 2084.023438 1659418379.7237
MEM 309.835938 1659418379.8243
MEM 835.835938 1659418379.9247
MEM 1439.843750 1659418380.0252
MEM 2105.687500 1659418380.1256
MEM 3108.011719 1659418380.2260
MEM 3108.011719 1659418380.3263
MEM 3108.011719 1659418380.4266
MEM 3108.011719 1659418380.5270
MEM 3108.011719 1659418380.6273
MEM 3108.011719 1659418380.7276
MEM 3108.011719 1659418380.8279
MEM 3108.011719 1659418380.9283
MEM 3108.011719 1659418381.0286
MEM 3108.011719 1659418381.1289
MEM 3108.011719 1659418381.2293
MEM 3108.011719 1659418381.3296
MEM 3108.011719 1659418381.4299
MEM 3108.011719 1659418381.5302
MEM 3223.859375 1659418381.6306
