CMDLINE /usr/bin/python3 test_aes_ecdh.py
MEM 437.484375 1659420429.6457
MEM 507.484375 1659420429.7462
MEM 577.484375 1659420429.8466
MEM 655.484375 1659420429.9469
MEM 749.484375 1659420430.0472
MEM 899.484375 1659420430.1477
MEM 1117.484375 1659420430.2481
MEM 1397.484375 1659420430.3485
MEM 1581.484375 1659420430.4489
MEM 1915.484375 1659420430.5492
MEM 2019.484375 1659420430.6495
MEM 2139.484375 1659420430.7499
MEM 2275.484375 1659420430.8503
MEM 2707.484375 1659420430.9506
MEM 2985.484375 1659420431.0510
MEM 3195.484375 1659420431.1515
MEM 3341.484375 1659420431.2518
MEM 3569.484375 1659420431.3521
MEM 3899.484375 1659420431.4525
MEM 4557.492188 1659420431.5529
MEM 4995.492188 1659420431.6533
MEM 5483.492188 1659420431.7536
MEM 6065.492188 1659420431.8540
MEM 6490.183594 1659420431.9543
MEM 6750.984375 1659420432.0546
MEM 7008.789062 1659420432.1550
MEM 7272.789062 1659420432.2553
MEM 7541.687500 1659420432.3556
MEM 7812.132812 1659420432.4560
MEM 8081.804688 1659420432.5563
MEM 4763.367188 1659420432.6568
MEM 6297.367188 1659420432.7572
MEM 7737.367188 1659420432.8576
MEM 8207.640625 1659420432.9580
MEM 8207.640625 1659420433.0583
MEM 8207.640625 1659420433.1586
MEM 8207.640625 1659420433.2589
MEM 8207.640625 1659420433.3592
MEM 8207.640625 1659420433.4595
MEM 8207.640625 1659420433.5598
MEM 8207.640625 1659420433.6601
MEM 8207.640625 1659420433.7604
MEM 8207.640625 1659420433.8607
MEM 8207.640625 1659420433.9610
MEM 8207.640625 1659420434.0613
MEM 8207.640625 1659420434.1617
MEM 8207.640625 1659420434.2620
MEM 8207.640625 1659420434.3623
MEM 8207.640625 1659420434.4627
MEM 8207.640625 1659420434.5630
MEM 8207.640625 1659420434.6633
MEM 8207.640625 1659420434.7636
MEM 8207.640625 1659420434.8640
MEM 8207.640625 1659420434.9643
MEM 8207.640625 1659420435.0646
MEM 8207.640625 1659420435.1649
MEM 8207.640625 1659420435.2652
MEM 8207.640625 1659420435.3656
MEM 8207.640625 1659420435.4658
MEM 8207.640625 1659420435.5662
MEM 8207.640625 1659420435.6665
MEM 8207.640625 1659420435.7668
MEM 8207.640625 1659420435.8671
MEM 8207.640625 1659420435.9674
MEM 8207.640625 1659420436.0677
MEM 8207.640625 1659420436.1680
MEM 8207.640625 1659420436.2683
MEM 8207.640625 1659420436.3687
MEM 8207.640625 1659420436.4690
MEM 8207.640625 1659420436.5693
MEM 8207.640625 1659420436.6696
MEM 8207.640625 1659420436.7699
MEM 8207.640625 1659420436.8702
MEM 8207.640625 1659420436.9705
MEM 8207.640625 1659420437.0708
MEM 8207.640625 1659420437.1711
MEM 8207.640625 1659420437.2714
MEM 8207.640625 1659420437.3718
MEM 8207.640625 1659420437.4721
MEM 8207.640625 1659420437.5724
MEM 8207.640625 1659420437.6727
MEM 8207.640625 1659420437.7730
MEM 8207.640625 1659420437.8733
MEM 8207.640625 1659420437.9736
MEM 8207.640625 1659420438.0739
MEM 8207.640625 1659420438.1742
MEM 8207.640625 1659420438.2745
MEM 8207.640625 1659420438.3748
MEM 8207.640625 1659420438.4751
MEM 8207.640625 1659420438.5754
MEM 8207.640625 1659420438.6757
MEM 8207.640625 1659420438.7760
MEM 8448.953125 1659420438.8763
MEM 8718.625000 1659420438.9766
MEM 8987.007812 1659420439.0770
MEM 9248.171875 1659420439.1774
MEM 9503.664062 1659420439.2777
MEM 9755.289062 1659420439.3780
MEM 10020.320312 1659420439.4783
MEM 10284.578125 1659420439.5787
MEM 10551.156250 1659420439.6790
MEM 10824.179688 1659420439.7793
MEM 11084.312500 1659420439.8798
MEM 11344.960938 1659420439.9801
MEM 11598.613281 1659420440.0804
MEM 11855.136719 1659420440.1808
MEM 12119.652344 1659420440.2811
MEM 8334.742188 1659420440.3815
MEM 8998.742188 1659420440.4818
MEM 9686.742188 1659420440.5822
MEM 10396.742188 1659420440.6843
MEM 10990.742188 1659420440.7846
MEM 11400.742188 1659420440.8850
MEM 11806.742188 1659420440.9853
MEM 12214.742188 1659420441.0857
MEM 9116.304688 1659420441.1860
MEM 4106.613281 1659420441.2865
MEM 4106.613281 1659420441.3869
MEM 4106.613281 1659420441.4872
MEM 4106.613281 1659420441.5875
MEM 4106.613281 1659420441.6878
MEM 4106.613281 1659420441.7882
MEM 4106.613281 1659420441.8885
MEM 4106.613281 1659420441.9888
MEM 4106.613281 1659420442.0891
MEM 4106.613281 1659420442.1894
MEM 4106.613281 1659420442.2898
MEM 4106.613281 1659420442.3901
MEM 4106.613281 1659420442.4906
MEM 4106.613281 1659420442.5909
MEM 4106.613281 1659420442.6913
MEM 4106.613281 1659420442.7917
MEM 4106.613281 1659420442.8922
MEM 4106.613281 1659420442.9925
MEM 4106.613281 1659420443.0928
MEM 4106.613281 1659420443.1931
MEM 4106.613281 1659420443.2935
MEM 4106.613281 1659420443.3938
MEM 4106.613281 1659420443.4941
MEM 4106.613281 1659420443.5945
MEM 4106.613281 1659420443.6948
MEM 4106.613281 1659420443.7951
MEM 4106.613281 1659420443.8954
MEM 4106.613281 1659420443.9957
MEM 4106.613281 1659420444.0960
MEM 4106.613281 1659420444.1964
MEM 4106.613281 1659420444.2971
MEM 4106.613281 1659420444.3974
MEM 4106.613281 1659420444.4977
MEM 4106.613281 1659420444.5981
MEM 4106.613281 1659420444.6985
MEM 4106.613281 1659420444.7990
MEM 4106.613281 1659420444.8994
MEM 4106.613281 1659420444.9999
MEM 4106.613281 1659420445.1004
MEM 4106.613281 1659420445.2008
MEM 4106.613281 1659420445.3011
MEM 4106.613281 1659420445.4015
MEM 4106.613281 1659420445.5018
MEM 4106.613281 1659420445.6022
MEM 4106.613281 1659420445.7025
MEM 4106.613281 1659420445.8029
MEM 4106.613281 1659420445.9032
MEM 4106.613281 1659420446.0035
MEM 4106.613281 1659420446.1038
MEM 4106.613281 1659420446.2042
MEM 4106.613281 1659420446.3046
MEM 4106.613281 1659420446.4050
MEM 4106.613281 1659420446.5054
MEM 4106.613281 1659420446.6058
MEM 4106.613281 1659420446.7061
MEM 4106.613281 1659420446.8065
MEM 4106.613281 1659420446.9068
MEM 4106.613281 1659420447.0075
MEM 4106.613281 1659420447.1079
MEM 4106.613281 1659420447.2088
MEM 4106.613281 1659420447.3091
MEM 4106.613281 1659420447.4094
MEM 4106.613281 1659420447.5097
MEM 4106.613281 1659420447.6100
MEM 4106.613281 1659420447.7104
MEM 4106.613281 1659420447.8107
MEM 4106.613281 1659420447.9110
MEM 4106.613281 1659420448.0113
MEM 4106.613281 1659420448.1116
MEM 4106.613281 1659420448.2120
MEM 4106.613281 1659420448.3124
MEM 4106.613281 1659420448.4127
MEM 12.246094 1659420448.5132
MEM 88.433594 1659420448.6135
MEM 158.433594 1659420448.7138
MEM 182.433594 1659420448.8142
MEM 262.433594 1659420448.9145
MEM 372.433594 1659420449.0149
MEM 816.433594 1659420449.1153
MEM 962.433594 1659420449.2157
MEM 1170.433594 1659420449.3161
MEM 1308.433594 1659420449.4165
MEM 1536.433594 1659420449.5169
MEM 1674.433594 1659420449.6172
MEM 1778.433594 1659420449.7176
MEM 1874.433594 1659420449.8179
MEM 2274.433594 1659420449.9183
MEM 2598.433594 1659420450.0187
MEM 3140.433594 1659420450.1190
MEM 3692.433594 1659420450.2194
MEM 4100.433594 1659420450.3198
MEM 4618.441406 1659420450.4201
MEM 4994.441406 1659420450.5205
MEM 5336.441406 1659420450.6209
MEM 5926.441406 1659420450.7213
MEM 6246.441406 1659420450.8217
MEM 6562.441406 1659420450.9221
MEM 6880.441406 1659420451.0226
MEM 7118.781250 1659420451.1229
MEM 7358.804688 1659420451.2232
MEM 7607.078125 1659420451.3235
MEM 7873.398438 1659420451.4239
MEM 8143.070312 1659420451.5242
MEM 5086.437500 1659420451.6246
MEM 6568.437500 1659420451.7251
MEM 8094.437500 1659420451.8255
MEM 8202.710938 1659420451.9258
MEM 8202.710938 1659420452.0261
MEM 8202.710938 1659420452.1264
MEM 8202.710938 1659420452.2267
MEM 8202.710938 1659420452.3271
MEM 8202.710938 1659420452.4274
MEM 8202.710938 1659420452.5277
MEM 8202.710938 1659420452.6280
MEM 8202.710938 1659420452.7283
MEM 8202.710938 1659420452.8287
MEM 8202.710938 1659420452.9290
MEM 8202.710938 1659420453.0292
MEM 8202.710938 1659420453.1295
MEM 8202.710938 1659420453.2298
MEM 8202.710938 1659420453.3302
MEM 8202.710938 1659420453.4304
MEM 8202.710938 1659420453.5307
MEM 8202.710938 1659420453.6312
MEM 8202.710938 1659420453.7315
MEM 8202.710938 1659420453.8318
MEM 8202.710938 1659420453.9321
MEM 8202.710938 1659420454.0325
MEM 8202.710938 1659420454.1328
MEM 8202.710938 1659420454.2331
MEM 8202.710938 1659420454.3334
MEM 8202.710938 1659420454.4337
MEM 8202.710938 1659420454.5340
MEM 8202.710938 1659420454.6344
MEM 8202.710938 1659420454.7348
MEM 8202.710938 1659420454.8351
MEM 8202.710938 1659420454.9354
MEM 8202.710938 1659420455.0358
MEM 8202.710938 1659420455.1361
MEM 8202.710938 1659420455.2365
MEM 8202.710938 1659420455.3368
MEM 8202.710938 1659420455.4371
MEM 8202.710938 1659420455.5374
MEM 8202.710938 1659420455.6377
MEM 8202.710938 1659420455.7380
MEM 8202.710938 1659420455.8383
MEM 8202.710938 1659420455.9386
MEM 8202.710938 1659420456.0391
MEM 8202.710938 1659420456.1394
MEM 8202.710938 1659420456.2397
MEM 8202.710938 1659420456.3400
MEM 8202.710938 1659420456.4403
MEM 8202.710938 1659420456.5406
MEM 8202.710938 1659420456.6409
MEM 8202.710938 1659420456.7412
MEM 8202.710938 1659420456.8415
MEM 8202.710938 1659420456.9418
MEM 8202.710938 1659420457.0421
MEM 8202.710938 1659420457.1424
MEM 8202.710938 1659420457.2428
MEM 8202.710938 1659420457.3431
MEM 8202.710938 1659420457.4434
MEM 8202.710938 1659420457.5437
MEM 8202.710938 1659420457.6440
MEM 8202.710938 1659420457.7443
MEM 8250.406250 1659420457.8446
MEM 8513.117188 1659420457.9450
MEM 8777.117188 1659420458.0453
MEM 9043.695312 1659420458.1456
MEM 9312.078125 1659420458.2460
MEM 9581.492188 1659420458.3463
MEM 9843.429688 1659420458.4467
MEM 10107.429688 1659420458.5470
MEM 10372.976562 1659420458.6473
MEM 10627.953125 1659420458.7477
MEM 10890.921875 1659420458.8480
MEM 11159.421875 1659420458.9483
MEM 11412.078125 1659420459.0486
MEM 11675.562500 1659420459.1489
MEM 11938.273438 1659420459.2493
MEM 12168.578125 1659420459.3496
MEM 12097.074219 1659420459.4500
MEM 8095.320312 1659420459.5504
MEM 8747.320312 1659420459.6508
MEM 9397.320312 1659420459.7511
MEM 9923.320312 1659420459.8515
MEM 10327.320312 1659420459.9518
MEM 10729.320312 1659420460.0521
MEM 11137.320312 1659420460.1525
MEM 11549.320312 1659420460.2528
MEM 11959.320312 1659420460.3532
MEM 8288.429688 1659420460.4535
MEM 4102.757812 1659420460.5539
MEM 4102.757812 1659420460.6543
MEM 4102.757812 1659420460.7546
MEM 4102.757812 1659420460.8550
MEM 4102.757812 1659420460.9554
MEM 4102.757812 1659420461.0558
MEM 4102.757812 1659420461.1562
MEM 4102.757812 1659420461.2567
MEM 4102.757812 1659420461.3571
MEM 4102.757812 1659420461.4575
MEM 4102.757812 1659420461.5579
MEM 4102.757812 1659420461.6582
MEM 4102.757812 1659420461.7585
MEM 4102.757812 1659420461.8589
MEM 4102.757812 1659420461.9592
MEM 4102.757812 1659420462.0596
MEM 4102.757812 1659420462.1599
MEM 4102.757812 1659420462.2603
MEM 4102.757812 1659420462.3607
MEM 4102.757812 1659420462.4612
MEM 4102.757812 1659420462.5615
MEM 4102.757812 1659420462.6619
MEM 4102.757812 1659420462.7624
MEM 4102.757812 1659420462.8628
MEM 4102.757812 1659420462.9631
MEM 4102.757812 1659420463.0635
MEM 4102.757812 1659420463.1639
MEM 4102.757812 1659420463.2643
MEM 4102.757812 1659420463.3646
MEM 4102.757812 1659420463.4649
MEM 4102.757812 1659420463.5652
MEM 4102.757812 1659420463.6656
MEM 4102.757812 1659420463.7660
MEM 4102.757812 1659420463.8663
MEM 4102.757812 1659420463.9666
MEM 4102.757812 1659420464.0670
MEM 4102.757812 1659420464.1673
MEM 4102.757812 1659420464.2676
MEM 4102.757812 1659420464.3679
MEM 4102.757812 1659420464.4683
MEM 4102.757812 1659420464.5686
MEM 4102.757812 1659420464.6689
MEM 4102.757812 1659420464.7692
MEM 4102.757812 1659420464.8697
MEM 4102.757812 1659420464.9700
MEM 4102.757812 1659420465.0704
MEM 4102.757812 1659420465.1707
MEM 4102.757812 1659420465.2712
MEM 4102.757812 1659420465.3716
MEM 4102.757812 1659420465.4719
MEM 4102.757812 1659420465.5723
MEM 4102.757812 1659420465.6726
MEM 4102.757812 1659420465.7729
MEM 4102.757812 1659420465.8736
MEM 4102.757812 1659420465.9743
MEM 4102.757812 1659420466.0750
MEM 4102.757812 1659420466.1758
MEM 4102.757812 1659420466.2762
MEM 4102.757812 1659420466.3768
MEM 4102.757812 1659420466.4776
MEM 4102.757812 1659420466.5780
MEM 4102.757812 1659420466.6788
MEM 4102.757812 1659420466.7795
MEM 4102.757812 1659420466.8803
MEM 4102.757812 1659420466.9816
MEM 122.578125 1659420467.0822
MEM 412.578125 1659420467.1825
MEM 484.578125 1659420467.2828
MEM 554.578125 1659420467.3832
MEM 570.578125 1659420467.4835
MEM 848.578125 1659420467.5840
MEM 1434.578125 1659420467.6843
MEM 1928.578125 1659420467.7847
MEM 2562.578125 1659420467.8851
MEM 3036.578125 1659420467.9855
MEM 3230.578125 1659420468.0858
MEM 3360.578125 1659420468.1862
MEM 3478.578125 1659420468.2866
MEM 3582.578125 1659420468.3870
MEM 3702.578125 1659420468.4873
MEM 3822.578125 1659420468.5876
MEM 3938.578125 1659420468.6880
MEM 4072.578125 1659420468.7883
MEM 4610.585938 1659420468.8886
MEM 5270.585938 1659420468.9890
MEM 5758.585938 1659420469.0894
MEM 6142.585938 1659420469.1897
MEM 6508.585938 1659420469.2901
MEM 6836.585938 1659420469.3905
MEM 7098.324219 1659420469.4908
MEM 7353.816406 1659420469.5911
MEM 7606.988281 1659420469.6915
MEM 7860.933594 1659420469.7918
MEM 8121.582031 1659420469.8921
MEM 4982.601562 1659420469.9926
MEM 6420.601562 1659420470.0930
MEM 7908.601562 1659420470.1935
MEM 8198.867188 1659420470.2938
MEM 8198.867188 1659420470.3941
MEM 8198.867188 1659420470.4944
MEM 8198.867188 1659420470.5948
MEM 8198.867188 1659420470.6951
MEM 8198.867188 1659420470.7954
MEM 8198.867188 1659420470.8957
MEM 8198.867188 1659420470.9960
MEM 8198.867188 1659420471.0963
MEM 8198.867188 1659420471.1966
MEM 8198.867188 1659420471.2970
MEM 8198.867188 1659420471.3974
MEM 8198.867188 1659420471.4977
MEM 8198.867188 1659420471.5980
MEM 8198.867188 1659420471.6983
MEM 8198.867188 1659420471.7986
MEM 8198.867188 1659420471.8990
MEM 8198.867188 1659420471.9993
MEM 8198.867188 1659420472.0996
MEM 8198.867188 1659420472.1999
MEM 8198.867188 1659420472.3002
MEM 8198.867188 1659420472.4005
MEM 8198.867188 1659420472.5008
