CMDLINE /usr/bin/python3 test_usage_memory.py
MEM 1.105469 1659348108.6517
MEM 20.539062 1659348108.7520
MEM 20.539062 1659348108.8523
MEM 20.539062 1659348108.9526
MEM 20.539062 1659348109.0528
MEM 108.226562 1659348109.1532
MEM 198.281250 1659348109.2535
MEM 286.281250 1659348109.3539
MEM 378.281250 1659348109.4545
MEM 468.281250 1659348109.5548
MEM 558.281250 1659348109.6553
MEM 652.281250 1659348109.7556
MEM 736.281250 1659348109.8562
MEM 824.281250 1659348109.9565
MEM 918.281250 1659348110.0569
MEM 1012.281250 1659348110.1572
MEM 1106.281250 1659348110.2576
MEM 1206.281250 1659348110.3580
MEM 1300.281250 1659348110.4583
MEM 1388.281250 1659348110.5586
MEM 1480.281250 1659348110.6589
MEM 1576.281250 1659348110.7593
MEM 1668.281250 1659348110.8596
MEM 1772.281250 1659348110.9600
MEM 1874.281250 1659348111.0604
MEM 1986.281250 1659348111.1608
MEM 2127.437500 1659348111.2612
MEM 2367.718750 1659348111.3616
MEM 2606.195312 1659348111.4619
MEM 2860.656250 1659348111.5622
MEM 3110.734375 1659348111.6626
MEM 3353.078125 1659348111.7629
MEM 3601.093750 1659348111.8632
MEM 3854.265625 1659348111.9635
MEM 4103.570312 1659348112.0638
MEM 3430.281250 1659348112.1643
MEM 4116.464844 1659348112.2646
MEM 4116.464844 1659348112.3649
MEM 4116.464844 1659348112.4653
MEM 4116.464844 1659348112.5656
MEM 4116.464844 1659348112.6659
MEM 4116.464844 1659348112.7662
MEM 4116.464844 1659348112.8666
MEM 4116.464844 1659348112.9669
MEM 4116.464844 1659348113.0672
MEM 4116.464844 1659348113.1675
MEM 4116.464844 1659348113.2678
MEM 4116.464844 1659348113.3681
MEM 4116.464844 1659348113.4684
MEM 4116.464844 1659348113.5688
MEM 4116.464844 1659348113.6691
MEM 4116.464844 1659348113.7695
MEM 4116.464844 1659348113.8698
MEM 4116.464844 1659348113.9701
MEM 4116.464844 1659348114.0704
MEM 4116.464844 1659348114.1707
MEM 4116.464844 1659348114.2710
MEM 4116.464844 1659348114.3713
MEM 4116.464844 1659348114.4716
MEM 4116.464844 1659348114.5719
MEM 4116.464844 1659348114.6722
MEM 4116.464844 1659348114.7725
MEM 4116.464844 1659348114.8728
MEM 4116.464844 1659348114.9731
MEM 4116.464844 1659348115.0734
MEM 4116.464844 1659348115.1737
MEM 4116.464844 1659348115.2740
MEM 4116.464844 1659348115.3743
MEM 4116.464844 1659348115.4746
MEM 4116.464844 1659348115.5749
MEM 4116.464844 1659348115.6752
MEM 4343.789062 1659348115.7756
MEM 4585.875000 1659348115.8759
MEM 4833.890625 1659348115.9762
MEM 5091.187500 1659348116.0765
MEM 5348.226562 1659348116.1769
MEM 5599.851562 1659348116.2772
MEM 5856.375000 1659348116.3775
MEM 6113.414062 1659348116.4779
MEM 4618.824219 1659348116.5782
MEM 5308.824219 1659348116.6787
MEM 5990.824219 1659348116.7790
MEM 3362.812500 1659348116.8794
MEM 2068.546875 1659348116.9797
MEM 2068.546875 1659348117.0800
MEM 2068.546875 1659348117.1804
MEM 2068.546875 1659348117.2807
MEM 2068.546875 1659348117.3811
MEM 2068.546875 1659348117.4814
MEM 2068.546875 1659348117.5818
MEM 2068.546875 1659348117.6823
MEM 2068.546875 1659348117.7826
MEM 2068.546875 1659348117.8829
MEM 2068.546875 1659348117.9833
MEM 2068.546875 1659348118.0836
MEM 2068.546875 1659348118.1839
MEM 2068.546875 1659348118.2842
MEM 2068.546875 1659348118.3845
MEM 2068.546875 1659348118.4849
MEM 2068.546875 1659348118.5852
MEM 2068.546875 1659348118.6855
MEM 2068.546875 1659348118.7859
MEM 2068.546875 1659348118.8869
MEM 20.542969 1659348118.9873
MEM 20.542969 1659348119.0876
MEM 20.542969 1659348119.1879
MEM 44.066406 1659348119.2883
MEM 594.281250 1659348119.3886
MEM 1174.281250 1659348119.4890
MEM 1764.281250 1659348119.5895
MEM 2202.949219 1659348119.6898
MEM 2474.683594 1659348119.7901
MEM 2742.035156 1659348119.8905
MEM 3011.964844 1659348119.9908
MEM 3266.167969 1659348120.0911
MEM 3535.066406 1659348120.1914
MEM 3810.410156 1659348120.2917
MEM 4087.558594 1659348120.3920
MEM 3344.281250 1659348120.4925
MEM 4116.472656 1659348120.5928
MEM 4116.472656 1659348120.6932
MEM 4116.472656 1659348120.7935
MEM 4116.472656 1659348120.8938
MEM 4116.472656 1659348120.9941
MEM 4116.472656 1659348121.0944
MEM 4116.472656 1659348121.1948
MEM 4116.472656 1659348121.2951
MEM 4116.472656 1659348121.3954
MEM 4116.472656 1659348121.4957
MEM 4116.472656 1659348121.5960
MEM 4116.472656 1659348121.6963
MEM 4116.472656 1659348121.7966
MEM 4116.472656 1659348121.8969
MEM 4116.472656 1659348121.9972
MEM 4116.472656 1659348122.0975
MEM 4116.472656 1659348122.1978
MEM 4116.472656 1659348122.2981
MEM 4116.472656 1659348122.3984
MEM 4116.472656 1659348122.4987
MEM 4116.472656 1659348122.5990
MEM 4116.472656 1659348122.6993
MEM 4116.472656 1659348122.7998
MEM 4116.472656 1659348122.9001
MEM 4116.472656 1659348123.0005
MEM 4116.472656 1659348123.1010
MEM 4116.472656 1659348123.2013
MEM 4116.472656 1659348123.3016
MEM 4116.472656 1659348123.4019
MEM 4116.472656 1659348123.5022
MEM 4116.472656 1659348123.6026
MEM 4116.472656 1659348123.7029
MEM 4116.472656 1659348123.8032
MEM 4116.472656 1659348123.9035
MEM 4187.113281 1659348124.0038
MEM 4438.222656 1659348124.1042
MEM 4689.847656 1659348124.2045
MEM 4944.308594 1659348124.3049
MEM 5201.347656 1659348124.4052
MEM 5469.566406 1659348124.5055
MEM 5729.632812 1659348124.6059
MEM 5981.000000 1659348124.7062
MEM 4282.824219 1659348124.8065
MEM 4962.824219 1659348124.9069
MEM 5646.824219 1659348125.0073
MEM 5103.835938 1659348125.1076
MEM 2068.546875 1659348125.2080
MEM 2068.546875 1659348125.3083
