CMDLINE /usr/bin/python3 test_usage_memory.py
MEM 1.109375 1659347937.1561
MEM 20.531250 1659347937.2564
MEM 20.531250 1659347937.3567
MEM 20.531250 1659347937.4570
MEM 20.531250 1659347937.5573
MEM 103.468750 1659347937.6576
MEM 191.484375 1659347937.7581
MEM 279.484375 1659347937.8584
MEM 365.484375 1659347937.9588
MEM 455.484375 1659347938.0591
MEM 575.492188 1659347938.1595
MEM 1019.492188 1659347938.2598
MEM 1044.355469 1659347938.3601
MEM 1044.355469 1659347938.4605
MEM 1044.355469 1659347938.5608
MEM 1044.355469 1659347938.6612
MEM 1044.355469 1659347938.7615
MEM 1044.355469 1659347938.8619
MEM 1044.355469 1659347938.9622
MEM 1044.355469 1659347939.0626
MEM 1044.355469 1659347939.1629
MEM 1261.500000 1659347939.2633
MEM 1235.597656 1659347939.3636
MEM 532.535156 1659347939.4640
MEM 532.535156 1659347939.5644
MEM 532.535156 1659347939.6647
MEM 532.535156 1659347939.7651
MEM 532.535156 1659347939.8656
MEM 20.531250 1659347939.9659
MEM 20.531250 1659347940.0662
MEM 20.531250 1659347940.1666
MEM 20.531250 1659347940.2668
MEM 431.484375 1659347940.3672
MEM 589.484375 1659347940.4677
MEM 1044.367188 1659347940.5680
MEM 1044.367188 1659347940.6684
MEM 1044.367188 1659347940.7686
MEM 1044.367188 1659347940.8689
MEM 1044.367188 1659347940.9692
MEM 1044.367188 1659347941.0696
MEM 1044.367188 1659347941.1699
MEM 1044.367188 1659347941.2702
MEM 1105.398438 1659347941.3705
MEM 1509.500000 1659347941.4709
MEM 532.535156 1659347941.5712
MEM 532.535156 1659347941.6715
MEM 532.535156 1659347941.7719
MEM 532.535156 1659347941.8722
MEM 532.535156 1659347941.9730
MEM 20.531250 1659347942.0734
MEM 20.531250 1659347942.1738
MEM 20.531250 1659347942.2741
MEM 123.484375 1659347942.3745
MEM 757.492188 1659347942.4748
MEM 1044.371094 1659347942.5751
MEM 1044.371094 1659347942.6754
MEM 1044.371094 1659347942.7757
MEM 1044.371094 1659347942.8760
MEM 1044.371094 1659347942.9763
MEM 1044.371094 1659347943.0766
MEM 1044.371094 1659347943.1769
MEM 1044.371094 1659347943.2771
MEM 1044.371094 1659347943.3775
MEM 1525.500000 1659347943.4779
MEM 1553.597656 1659347943.5782
MEM 532.535156 1659347943.6787
MEM 532.535156 1659347943.7791
MEM 532.535156 1659347943.8794
MEM 532.535156 1659347943.9802
MEM 532.535156 1659347944.0809
MEM 20.531250 1659347944.1813
MEM 20.531250 1659347944.2816
MEM 20.531250 1659347944.3820
MEM 20.531250 1659347944.4823
MEM 455.484375 1659347944.5827
MEM 671.484375 1659347944.6831
MEM 1044.371094 1659347944.7835
MEM 1044.371094 1659347944.8838
MEM 1044.371094 1659347944.9841
MEM 1044.371094 1659347945.0843
MEM 1044.371094 1659347945.1846
MEM 1044.371094 1659347945.2849
MEM 1044.371094 1659347945.3853
MEM 1044.371094 1659347945.4855
MEM 1163.500000 1659347945.5859
MEM 1095.566406 1659347945.6863
MEM 532.535156 1659347945.7866
MEM 532.535156 1659347945.8870
MEM 532.535156 1659347945.9873
MEM 532.535156 1659347946.0876
MEM 532.535156 1659347946.1880
MEM 532.535156 1659347946.2887
MEM 532.535156 1659347946.3896
MEM 20.531250 1659347946.4900
MEM 20.531250 1659347946.5903
MEM 20.531250 1659347946.6906
MEM 20.531250 1659347946.7909
MEM 431.484375 1659347946.8913
MEM 683.484375 1659347946.9918
MEM 1044.371094 1659347947.0921
MEM 1044.371094 1659347947.1924
MEM 1044.371094 1659347947.2927
MEM 1044.371094 1659347947.3931
MEM 1044.371094 1659347947.4934
MEM 1044.371094 1659347947.5937
MEM 1044.371094 1659347947.6940
MEM 1044.371094 1659347947.7943
MEM 1093.402344 1659347947.8946
MEM 1105.566406 1659347947.9950
MEM 532.535156 1659347948.0953
MEM 532.535156 1659347948.1957
MEM 532.535156 1659347948.2961
MEM 532.535156 1659347948.3964
MEM 532.535156 1659347948.4967
MEM 20.531250 1659347948.5970
MEM 20.531250 1659347948.6973
MEM 20.531250 1659347948.7977
MEM 321.484375 1659347948.8981
MEM 999.492188 1659347948.9984
MEM 1044.367188 1659347949.0987
MEM 1044.367188 1659347949.1990
MEM 1044.367188 1659347949.2993
MEM 1044.367188 1659347949.3997
MEM 1044.367188 1659347949.4999
MEM 1044.367188 1659347949.6002
MEM 1044.367188 1659347949.7005
MEM 1044.367188 1659347949.8009
MEM 1044.367188 1659347949.9012
MEM 1511.500000 1659347950.0015
MEM 532.535156 1659347950.1019
MEM 532.535156 1659347950.2023
MEM 532.535156 1659347950.3027
MEM 532.535156 1659347950.4030
MEM 20.531250 1659347950.5034
MEM 20.531250 1659347950.6037
MEM 20.531250 1659347950.7040
MEM 20.531250 1659347950.8043
MEM 619.492188 1659347950.9047
MEM 1044.363281 1659347951.0051
MEM 1044.363281 1659347951.1054
MEM 1044.363281 1659347951.2057
MEM 1044.363281 1659347951.3059
MEM 1044.363281 1659347951.4062
MEM 1044.363281 1659347951.5065
MEM 1044.363281 1659347951.6069
MEM 1044.363281 1659347951.7073
MEM 1044.363281 1659347951.8076
MEM 1269.500000 1659347951.9080
MEM 1221.597656 1659347952.0084
MEM 532.535156 1659347952.1088
MEM 532.535156 1659347952.2092
MEM 532.535156 1659347952.3095
MEM 532.535156 1659347952.4099
MEM 20.531250 1659347952.5102
MEM 20.531250 1659347952.6106
MEM 20.531250 1659347952.7109
MEM 49.300781 1659347952.8113
MEM 719.492188 1659347952.9116
MEM 1044.367188 1659347953.0120
MEM 1044.367188 1659347953.1123
MEM 1044.367188 1659347953.2127
MEM 1044.367188 1659347953.3130
MEM 1044.367188 1659347953.4133
MEM 1044.367188 1659347953.5138
MEM 1044.367188 1659347953.6141
MEM 1044.367188 1659347953.7143
MEM 1044.367188 1659347953.8147
MEM 1449.500000 1659347953.9150
MEM 1475.597656 1659347954.0154
MEM 532.535156 1659347954.1157
MEM 532.535156 1659347954.2161
MEM 532.535156 1659347954.3164
MEM 532.535156 1659347954.4167
MEM 20.531250 1659347954.5171
MEM 20.531250 1659347954.6174
MEM 20.531250 1659347954.7177
MEM 20.531250 1659347954.8180
MEM 545.398438 1659347954.9183
MEM 931.484375 1659347955.0188
MEM 1044.371094 1659347955.1192
MEM 1044.371094 1659347955.2194
MEM 1044.371094 1659347955.3197
MEM 1044.371094 1659347955.4200
MEM 1044.371094 1659347955.5203
MEM 1044.371094 1659347955.6206
MEM 1044.371094 1659347955.7209
MEM 1044.371094 1659347955.8211
MEM 1325.500000 1659347955.9215
