CMDLINE /usr/bin/python3 test_aes_ecdh.py
MEM 1.171875 1659418461.4042
MEM 36.128906 1659418461.5046
MEM 111.484375 1659418461.6050
MEM 203.515625 1659418461.7053
MEM 291.515625 1659418461.8057
MEM 381.515625 1659418461.9060
MEM 477.515625 1659418462.0064
MEM 581.515625 1659418462.1068
MEM 691.515625 1659418462.2071
MEM 799.515625 1659418462.3074
MEM 899.515625 1659418462.4079
MEM 993.515625 1659418462.5083
MEM 1089.515625 1659418462.6086
MEM 1183.515625 1659418462.7089
MEM 1277.515625 1659418462.8094
MEM 1373.515625 1659418462.9097
MEM 1467.515625 1659418463.0101
MEM 1565.515625 1659418463.1105
MEM 1667.515625 1659418463.2109
MEM 1769.515625 1659418463.3113
MEM 1873.515625 1659418463.4117
MEM 1973.515625 1659418463.5121
MEM 2067.515625 1659418463.6126
MEM 2433.523438 1659418463.7129
MEM 2879.523438 1659418463.8133
MEM 3315.523438 1659418463.9138
MEM 3761.523438 1659418464.0141
MEM 4235.527344 1659418464.1145
MEM 4640.628906 1659418464.2149
MEM 4906.691406 1659418464.3152
MEM 5201.820312 1659418464.4156
MEM 5504.808594 1659418464.5160
MEM 5808.312500 1659418464.6163
MEM 6108.656250 1659418464.7167
MEM 6181.550781 1659418464.8170
MEM 6181.550781 1659418464.9174
MEM 6181.550781 1659418465.0177
MEM 6181.550781 1659418465.1180
MEM 6181.550781 1659418465.2183
MEM 6181.550781 1659418465.3186
MEM 6181.550781 1659418465.4190
MEM 6181.550781 1659418465.5193
MEM 6181.550781 1659418465.6196
MEM 6181.550781 1659418465.7199
MEM 6181.550781 1659418465.8202
MEM 6181.550781 1659418465.9205
MEM 6181.550781 1659418466.0208
MEM 6181.550781 1659418466.1211
MEM 6181.550781 1659418466.2214
MEM 6181.550781 1659418466.3217
MEM 6181.550781 1659418466.4221
MEM 6181.550781 1659418466.5224
MEM 6181.550781 1659418466.6228
MEM 6181.550781 1659418466.7231
MEM 6181.550781 1659418466.8235
MEM 6181.550781 1659418466.9238
MEM 6181.550781 1659418467.0241
MEM 6181.550781 1659418467.1244
MEM 6181.550781 1659418467.2247
MEM 6181.550781 1659418467.3250
MEM 6181.550781 1659418467.4254
MEM 6237.496094 1659418467.5257
MEM 6490.210938 1659418467.6261
MEM 6737.253906 1659418467.7264
MEM 6986.683594 1659418467.8267
MEM 7234.957031 1659418467.9271
MEM 7486.066406 1659418468.0274
MEM 7735.886719 1659418468.1277
MEM 7982.613281 1659418468.2281
MEM 8228.824219 1659418468.3284
MEM 2326.031250 1659418468.4289
MEM 2818.031250 1659418468.5292
MEM 3510.031250 1659418468.6296
MEM 4133.691406 1659418468.7299
MEM 4133.691406 1659418468.8302
MEM 4133.691406 1659418468.9306
MEM 4133.691406 1659418469.0309
MEM 4133.691406 1659418469.1313
MEM 4133.691406 1659418469.2316
MEM 4133.691406 1659418469.3319
MEM 4133.691406 1659418469.4323
MEM 4133.691406 1659418469.5326
MEM 4133.691406 1659418469.6329
MEM 4133.691406 1659418469.7333
MEM 4133.691406 1659418469.8341
MEM 4133.691406 1659418469.9344
MEM 4133.691406 1659418470.0347
MEM 4133.691406 1659418470.1356
MEM 4133.691406 1659418470.2365
MEM 1465.671875 1659418470.3370
MEM 229.515625 1659418470.4375
MEM 655.515625 1659418470.5378
MEM 1183.515625 1659418470.6382
MEM 1625.515625 1659418470.7386
MEM 2093.484375 1659418470.8389
MEM 2793.523438 1659418470.9393
MEM 3497.523438 1659418471.0396
MEM 4007.523438 1659418471.1400
MEM 4362.902344 1659418471.2403
MEM 4700.378906 1659418471.3407
MEM 5034.503906 1659418471.4410
MEM 5369.144531 1659418471.5414
MEM 5696.050781 1659418471.6418
MEM 6026.050781 1659418471.7422
MEM 6181.769531 1659418471.8425
MEM 6181.769531 1659418471.9428
MEM 6181.769531 1659418472.0432
MEM 6181.769531 1659418472.1435
MEM 6181.769531 1659418472.2438
MEM 6181.769531 1659418472.3441
MEM 6181.769531 1659418472.4444
MEM 6181.769531 1659418472.5447
MEM 6181.769531 1659418472.6450
MEM 6181.769531 1659418472.7453
MEM 6181.769531 1659418472.8457
MEM 6181.769531 1659418472.9459
MEM 6181.769531 1659418473.0463
MEM 6181.769531 1659418473.1466
MEM 6181.769531 1659418473.2469
MEM 6181.769531 1659418473.3471
MEM 6181.769531 1659418473.4474
MEM 6181.769531 1659418473.5478
MEM 6181.769531 1659418473.6481
MEM 6181.769531 1659418473.7484
MEM 6181.769531 1659418473.8488
MEM 6181.769531 1659418473.9491
MEM 6181.769531 1659418474.0494
MEM 6181.769531 1659418474.1497
MEM 6181.769531 1659418474.2500
MEM 6181.769531 1659418474.3504
MEM 6181.769531 1659418474.4507
MEM 6181.769531 1659418474.5510
MEM 6379.378906 1659418474.6514
MEM 6620.175781 1659418474.7517
MEM 6866.644531 1659418474.8521
MEM 7117.238281 1659418474.9524
MEM 7373.761719 1659418475.0527
MEM 7631.058594 1659418475.1530
MEM 7892.480469 1659418475.2534
MEM 8154.675781 1659418475.3537
MEM 2128.023438 1659418475.4541
MEM 2510.031250 1659418475.5545
MEM 3150.031250 1659418475.6548
MEM 3806.031250 1659418475.7551
MEM 4133.699219 1659418475.8555
MEM 4133.699219 1659418475.9558
MEM 4133.699219 1659418476.0562
MEM 4133.699219 1659418476.1565
MEM 4133.699219 1659418476.2569
MEM 4133.699219 1659418476.3572
MEM 4133.699219 1659418476.4575
MEM 4133.699219 1659418476.5579
MEM 4133.699219 1659418476.6583
MEM 4133.699219 1659418476.7587
MEM 4133.699219 1659418476.8590
MEM 4133.699219 1659418476.9594
MEM 4133.699219 1659418477.0597
MEM 4133.699219 1659418477.1600
MEM 4133.699219 1659418477.2604
MEM 831.644531 1659418477.3607
MEM 479.519531 1659418477.4612
MEM 1057.519531 1659418477.5616
MEM 1643.519531 1659418477.6619
MEM 2171.492188 1659418477.7623
MEM 2809.527344 1659418477.8627
MEM 3409.527344 1659418477.9631
MEM 4061.527344 1659418478.0634
MEM 5293.531250 1659418478.1639
MEM 5894.871094 1659418478.2643
MEM 6181.558594 1659418478.3646
MEM 6181.558594 1659418478.4650
MEM 6181.558594 1659418478.5655
MEM 6181.558594 1659418478.6658
MEM 6181.558594 1659418478.7661
MEM 6181.558594 1659418478.8665
MEM 6181.558594 1659418478.9668
MEM 6181.558594 1659418479.0672
MEM 6181.558594 1659418479.1676
MEM 6181.558594 1659418479.2679
MEM 6181.558594 1659418479.3682
MEM 6181.558594 1659418479.4685
MEM 6181.558594 1659418479.5688
MEM 6181.558594 1659418479.6691
MEM 6181.558594 1659418479.7694
MEM 6181.558594 1659418479.8698
MEM 6181.558594 1659418479.9701
MEM 6181.558594 1659418480.0704
MEM 6181.558594 1659418480.1707
MEM 6181.558594 1659418480.2710
MEM 6181.558594 1659418480.3713
MEM 6181.558594 1659418480.4718
MEM 6181.558594 1659418480.5721
MEM 6181.558594 1659418480.6724
